"subjects"	"S"	"flankers"	"R"	"rt"
"1390"	"10"	"right"	"incongruent"	"right"	0.393171850358868
"2962"	"10"	"left"	"incongruent"	"left"	0.33293151447858
"5098"	"10"	"left"	"congruent"	"left"	0.47974160390184
"3706"	"10"	"left"	"congruent"	"left"	0.578720493177445
"3526"	"10"	"right"	"congruent"	"right"	0.424254024759076
"4462"	"10"	"right"	"incongruent"	"right"	1.3281195034357
"3106"	"10"	"left"	"incongruent"	"left"	0.624386516377857
"3274"	"10"	"left"	"congruent"	"left"	0.254479068104827
"550"	"10"	"right"	"congruent"	"right"	0.36846178510885
"4030"	"10"	"right"	"incongruent"	"right"	0.279913578784891
"730"	"10"	"left"	"congruent"	"left"	0.231926445739593
"2794"	"10"	"left"	"congruent"	"left"	0.433341123560756
"4822"	"10"	"right"	"congruent"	"right"	0.349549000015889
"1414"	"10"	"right"	"congruent"	"right"	0.31444545942362
"622"	"10"	"right"	"incongruent"	"right"	0.683609021507883
"2050"	"10"	"left"	"incongruent"	"left"	0.593651951724801
"1078"	"10"	"right"	"congruent"	"right"	0.319935134813784
"1882"	"10"	"left"	"congruent"	"left"	0.225401535676578
"3490"	"10"	"left"	"incongruent"	"left"	0.325123630036366
"346"	"10"	"left"	"congruent"	"left"	0.319105868027688
"5254"	"10"	"right"	"congruent"	"right"	0.251591161193822
"3838"	"10"	"right"	"incongruent"	"right"	0.278568442949923
"3742"	"10"	"right"	"incongruent"	"right"	0.43041811612713
"3370"	"10"	"left"	"congruent"	"left"	0.277517495797369
"2710"	"10"	"right"	"congruent"	"right"	0.475625503362987
"4678"	"10"	"right"	"congruent"	"right"	0.377917499675372
"1354"	"10"	"left"	"congruent"	"left"	0.495444011322991
"4810"	"10"	"left"	"congruent"	"left"	0.192498165779562
"2302"	"10"	"right"	"incongruent"	"right"	0.333952193739939
"4534"	"10"	"right"	"congruent"	"right"	0.19903899295208
"94"	"10"	"right"	"incongruent"	"right"	0.449278150031215
"4450"	"10"	"left"	"incongruent"	"left"	0.413705172812704
"2950"	"10"	"right"	"congruent"	"right"	0.741233339855782
"5014"	"10"	"right"	"congruent"	"right"	0.664906010939282
"5038"	"10"	"right"	"incongruent"	"right"	0.407286933337672
"5494"	"10"	"right"	"congruent"	"right"	0.944020540408056
"3514"	"10"	"left"	"congruent"	"left"	0.364678789295008
"5122"	"10"	"left"	"incongruent"	"left"	0.565349368351672
"3466"	"10"	"left"	"congruent"	"left"	0.38777601611949
"3262"	"10"	"right"	"incongruent"	"right"	1.07129382947355
"4018"	"10"	"left"	"incongruent"	"left"	0.825310073615841
"3310"	"10"	"right"	"incongruent"	"right"	0.606795535057841
"4558"	"10"	"right"	"incongruent"	"left"	0.75459920206766
"1054"	"10"	"right"	"incongruent"	"right"	0.423096932741309
"4138"	"10"	"left"	"congruent"	"left"	0.319982299437473
"2434"	"10"	"left"	"incongruent"	"left"	0.175637295037075
"1006"	"10"	"right"	"incongruent"	"right"	0.850371076918165
"3598"	"10"	"right"	"incongruent"	"right"	0.330873214152559
"502"	"10"	"right"	"congruent"	"right"	0.392348599828532
"4942"	"10"	"right"	"incongruent"	"right"	0.409034396975355
"2626"	"10"	"left"	"incongruent"	"right"	0.302452636102519
"1474"	"10"	"left"	"incongruent"	"left"	1.35774779372946
"2854"	"10"	"right"	"congruent"	"right"	0.267135405964762
"226"	"10"	"left"	"incongruent"	"left"	0.245317273544526
"4186"	"10"	"left"	"congruent"	"left"	0.260440216326213
"1630"	"10"	"right"	"incongruent"	"right"	0.374562921145864
"2026"	"10"	"left"	"congruent"	"right"	0.237923968535391
"1774"	"10"	"right"	"incongruent"	"right"	0.353066137199388
"4894"	"10"	"right"	"incongruent"	"left"	0.654453893330166
"4570"	"10"	"left"	"congruent"	"left"	0.282471872087344
"3358"	"10"	"right"	"incongruent"	"right"	0.434262222311722
"310"	"10"	"right"	"congruent"	"right"	0.285362421543909
"1702"	"10"	"right"	"congruent"	"right"	0.290488162930036
"1978"	"10"	"left"	"congruent"	"left"	0.355359854263851
"466"	"10"	"left"	"incongruent"	"left"	0.252650192941697
"2698"	"10"	"left"	"congruent"	"left"	0.68007639360754
"4882"	"10"	"left"	"incongruent"	"left"	1.2651613390112
"5110"	"10"	"right"	"congruent"	"right"	0.651935429938685
"2146"	"10"	"left"	"incongruent"	"left"	0.833773152510328
"2602"	"10"	"left"	"congruent"	"left"	1.50545185977142
"934"	"10"	"right"	"congruent"	"right"	0.358432702446819
"3022"	"10"	"right"	"incongruent"	"right"	0.264006487074632
"3766"	"10"	"right"	"congruent"	"right"	0.840389499949123
"4618"	"10"	"left"	"congruent"	"left"	1.07546708159363
"3178"	"10"	"left"	"congruent"	"left"	0.435752624655456
"1546"	"10"	"left"	"congruent"	"left"	0.260069516294073
"3478"	"10"	"right"	"congruent"	"left"	0.450760293275937
"2818"	"10"	"left"	"incongruent"	"left"	0.526056724660395
"2722"	"10"	"left"	"incongruent"	"left"	0.182107452032799
"4114"	"10"	"left"	"incongruent"	"left"	0.20442642912172
"1486"	"10"	"right"	"incongruent"	"right"	0.821310724572796
"5326"	"10"	"right"	"incongruent"	"right"	0.780900870626488
"5410"	"10"	"left"	"incongruent"	"left"	0.271888306364653
"946"	"10"	"left"	"incongruent"	"left"	0.293476826355956
"4510"	"10"	"right"	"incongruent"	"right"	0.455682598740089
"1510"	"10"	"right"	"congruent"	"right"	0.593626244185373
"406"	"10"	"right"	"congruent"	"right"	0.797461488381961
"1906"	"10"	"left"	"incongruent"	"left"	0.38509674747713
"298"	"10"	"left"	"congruent"	"left"	0.625301256623216
"118"	"10"	"right"	"congruent"	"right"	0.364682386594289
"1450"	"10"	"left"	"congruent"	"left"	0.193720860700184
"178"	"10"	"left"	"incongruent"	"left"	0.339133563138541
"838"	"10"	"right"	"congruent"	"right"	0.532129355255291
"4198"	"10"	"right"	"congruent"	"right"	0.378763438326832
"4630"	"10"	"right"	"congruent"	"right"	0.506671535349203
"1186"	"10"	"left"	"incongruent"	"left"	0.442899824140329
"2014"	"10"	"right"	"incongruent"	"right"	0.288579257190229
"154"	"10"	"left"	"congruent"	"left"	0.266077397260089
"2590"	"10"	"right"	"incongruent"	"right"	0.74942430669951
"3898"	"10"	"left"	"congruent"	"left"	0.387917330434258
"958"	"10"	"right"	"incongruent"	"right"	0.403454095169433
"3922"	"10"	"left"	"incongruent"	"left"	0.224172592108086
"5350"	"10"	"right"	"congruent"	"left"	0.322762217191074
"4666"	"10"	"left"	"congruent"	"left"	0.223651816404113
"2074"	"10"	"left"	"congruent"	"left"	0.440249205586558
"3958"	"10"	"right"	"congruent"	"right"	0.874045920325049
"394"	"10"	"left"	"congruent"	"left"	0.270048639855762
"3202"	"10"	"left"	"incongruent"	"left"	0.500157323717445
"3730"	"10"	"left"	"incongruent"	"left"	0.629780789140936
"3970"	"10"	"left"	"incongruent"	"left"	0.228068052583597
"1162"	"10"	"left"	"congruent"	"left"	0.31130328310649
"4702"	"10"	"right"	"incongruent"	"right"	0.739203072126024
"4978"	"10"	"left"	"incongruent"	"left"	0.522754582150698
"526"	"10"	"right"	"incongruent"	"right"	0.410431980714427
"2350"	"10"	"right"	"incongruent"	"right"	0.578019710164736
"4187"	"11"	"left"	"congruent"	"left"	0.192150405883711
"5003"	"11"	"left"	"congruent"	"left"	0.59859313237357
"3743"	"11"	"right"	"incongruent"	"right"	0.414172083716759
"2687"	"11"	"right"	"incongruent"	"right"	0.277782996276985
"4115"	"11"	"left"	"incongruent"	"left"	0.178353367220633
"4595"	"11"	"left"	"incongruent"	"left"	0.714993696034356
"1331"	"11"	"left"	"incongruent"	"left"	0.364227898928891
"4247"	"11"	"right"	"congruent"	"right"	0.859670544298503
"1775"	"11"	"right"	"incongruent"	"right"	0.320266922788351
"4139"	"11"	"left"	"congruent"	"left"	0.352154899623374
"4103"	"11"	"right"	"congruent"	"right"	1.1022709883017
"1799"	"11"	"right"	"congruent"	"right"	0.307879616906894
"2351"	"11"	"right"	"incongruent"	"right"	0.333508787441769
"467"	"11"	"left"	"incongruent"	"left"	0.264512719304032
"3863"	"11"	"right"	"congruent"	"right"	0.336804932785464
"2435"	"11"	"left"	"incongruent"	"left"	0.709366496142656
"3707"	"11"	"left"	"congruent"	"left"	1.26836219662384
"779"	"11"	"left"	"congruent"	"left"	0.223131202074024
"4823"	"11"	"right"	"congruent"	"right"	0.777338141595335
"4967"	"11"	"right"	"congruent"	"right"	0.756407702871577
"2783"	"11"	"right"	"incongruent"	"right"	0.247684152794536
"1415"	"11"	"right"	"congruent"	"right"	0.356769200469433
"1067"	"11"	"left"	"congruent"	"left"	0.167652144742932
"4439"	"11"	"right"	"congruent"	"left"	0.638256134267604
"3263"	"11"	"right"	"incongruent"	"right"	0.544932527989459
"2051"	"11"	"left"	"incongruent"	"left"	0.39011636738104
"4751"	"11"	"right"	"incongruent"	"right"	0.290487608629942
"3563"	"11"	"left"	"congruent"	"left"	0.357406563436743
"455"	"11"	"right"	"congruent"	"right"	0.664759620844577
"4271"	"11"	"right"	"incongruent"	"right"	0.222748255349861
"3503"	"11"	"right"	"incongruent"	"right"	0.350674231151554
"5159"	"11"	"right"	"congruent"	"right"	0.303048054979073
"839"	"11"	"right"	"congruent"	"right"	0.689056986682496
"2591"	"11"	"right"	"incongruent"	"right"	0.984108515505484
"575"	"11"	"right"	"incongruent"	"left"	0.463466553544814
"3035"	"11"	"left"	"congruent"	"left"	0.375990945741715
"4031"	"11"	"right"	"incongruent"	"right"	0.615027464599588
"3443"	"11"	"left"	"incongruent"	"left"	0.247733285799155
"2243"	"11"	"left"	"incongruent"	"left"	0.542126502201532
"5123"	"11"	"left"	"incongruent"	"left"	0.276025945438585
"431"	"11"	"right"	"incongruent"	"right"	0.428725637560331
"1451"	"11"	"left"	"congruent"	"left"	0.340255761902352
"1595"	"11"	"left"	"congruent"	"left"	0.459636747325328
"3779"	"11"	"left"	"incongruent"	"left"	0.433552466187059
"491"	"11"	"left"	"congruent"	"left"	0.189463498065725
"3155"	"11"	"left"	"incongruent"	"left"	0.581474460681687
"527"	"11"	"right"	"incongruent"	"right"	0.617975993302755
"3419"	"11"	"left"	"congruent"	"left"	0.187622351721914
"3203"	"11"	"left"	"incongruent"	"left"	0.293187839057536
"3323"	"11"	"left"	"congruent"	"left"	1.06547977213799
"5243"	"11"	"left"	"congruent"	"left"	0.412086684537898
"3551"	"11"	"right"	"incongruent"	"right"	0.27896996897465
"5459"	"11"	"left"	"incongruent"	"left"	0.415160534162295
"179"	"11"	"left"	"incongruent"	"left"	0.752274708733885
"419"	"11"	"left"	"incongruent"	"left"	0.313090430973601
"1187"	"11"	"left"	"incongruent"	"left"	0.62288992261362
"5291"	"11"	"left"	"congruent"	"left"	0.292825047573417
"2699"	"11"	"left"	"congruent"	"right"	0.3294378826474
"1103"	"11"	"right"	"incongruent"	"right"	1.69234438443583
"3023"	"11"	"right"	"incongruent"	"right"	0.247066133053794
"5015"	"11"	"right"	"congruent"	"right"	0.410910951171658
"2723"	"11"	"left"	"incongruent"	"left"	0.818513228865409
"2075"	"11"	"left"	"congruent"	"left"	0.166543270913141
"2279"	"11"	"right"	"congruent"	"right"	0.241395591046736
"2819"	"11"	"left"	"incongruent"	"left"	0.186075996803117
"4559"	"11"	"right"	"incongruent"	"right"	0.514063467083903
"5219"	"11"	"left"	"incongruent"	"left"	0.859745075559672
"1847"	"11"	"right"	"congruent"	"right"	0.436940374229258
"4991"	"11"	"right"	"incongruent"	"right"	0.956723175649271
"3911"	"11"	"right"	"congruent"	"right"	0.295618409063553
"4379"	"11"	"left"	"congruent"	"left"	0.173814777915352
"3515"	"11"	"left"	"congruent"	"right"	0.154766934862023
"5039"	"11"	"right"	"incongruent"	"right"	0.425304938811116
"4979"	"11"	"left"	"incongruent"	"left"	0.682389620976585
"1307"	"11"	"left"	"congruent"	"left"	0.741745969590257
"3587"	"11"	"left"	"incongruent"	"right"	0.681123173858716
"2399"	"11"	"right"	"incongruent"	"right"	0.380725396690256
"4835"	"11"	"left"	"incongruent"	"left"	0.410889582176555
"4583"	"11"	"right"	"congruent"	"right"	0.468922273328734
"3119"	"11"	"right"	"incongruent"	"left"	0.335813696485911
"5327"	"11"	"right"	"incongruent"	"right"	0.536569798010062
"47"	"11"	"right"	"incongruent"	"right"	0.365591286438015
"1427"	"11"	"left"	"incongruent"	"left"	0.251804977409825
"4007"	"11"	"right"	"congruent"	"right"	0.237671841698986
"4739"	"11"	"left"	"incongruent"	"left"	0.310758973250353
"4811"	"11"	"left"	"congruent"	"left"	0.624420633167483
"3899"	"11"	"left"	"congruent"	"left"	0.760639493455016
"743"	"11"	"right"	"congruent"	"right"	0.358041511789091
"1739"	"11"	"left"	"congruent"	"left"	0.718906271912196
"827"	"11"	"left"	"congruent"	"left"	1.13447219028177
"1019"	"11"	"left"	"congruent"	"left"	0.609464888108161
"1823"	"11"	"right"	"incongruent"	"right"	0.500469041993503
"479"	"11"	"right"	"incongruent"	"right"	0.637897347757507
"707"	"11"	"left"	"incongruent"	"left"	0.562786508626986
"95"	"11"	"right"	"incongruent"	"right"	0.285843773438887
"5147"	"11"	"left"	"congruent"	"right"	0.324997271972036
"1163"	"11"	"left"	"congruent"	"left"	0.169182251918426
"623"	"11"	"right"	"incongruent"	"right"	0.260361508930783
"3671"	"11"	"right"	"congruent"	"right"	0.67246074587549
"539"	"11"	"left"	"congruent"	"left"	0.626422429540063
"1871"	"11"	"right"	"incongruent"	"right"	0.303758015065098
"2615"	"11"	"right"	"congruent"	"right"	0.722598712790589
"3935"	"11"	"right"	"incongruent"	"right"	0.343338544817842
"1211"	"11"	"left"	"congruent"	"left"	0.999762955439311
"4499"	"11"	"left"	"incongruent"	"left"	0.654010402942019
"1583"	"11"	"right"	"incongruent"	"right"	0.438872411258861
"5495"	"11"	"right"	"congruent"	"right"	0.212881226422877
"4355"	"11"	"left"	"incongruent"	"left"	0.787722994745506
"107"	"11"	"left"	"congruent"	"right"	0.184584384897679
"1859"	"11"	"left"	"incongruent"	"left"	1.01728424089849
"3431"	"11"	"right"	"congruent"	"left"	0.213521905143757
"2003"	"11"	"left"	"incongruent"	"left"	0.518344275386005
"4415"	"11"	"right"	"incongruent"	"right"	0.161167685885501
"2195"	"11"	"left"	"incongruent"	"left"	1.21596824897049
"1283"	"11"	"left"	"incongruent"	"right"	0.293028685141237
"3107"	"11"	"left"	"incongruent"	"left"	0.203943285894611
"755"	"11"	"left"	"incongruent"	"left"	0.461209340518944
"2519"	"11"	"right"	"congruent"	"right"	0.366578759905682
"1919"	"11"	"right"	"incongruent"	"right"	0.619474711321758
"4571"	"11"	"left"	"congruent"	"left"	0.301585478415253
"1091"	"11"	"left"	"incongruent"	"left"	0.274017778681328
"3611"	"11"	"left"	"congruent"	"left"	0.852075364442054
"4343"	"11"	"right"	"congruent"	"right"	0.314084065006909
"2747"	"11"	"left"	"congruent"	"left"	0.817195781115148
"4283"	"11"	"left"	"congruent"	"left"	0.306893222922143
"3827"	"11"	"left"	"incongruent"	"left"	0.849665625574939
"659"	"11"	"left"	"incongruent"	"right"	1.09325604490797
"4043"	"11"	"left"	"congruent"	"left"	0.144290812778752
"2735"	"11"	"right"	"incongruent"	"right"	0.470692196036065
"167"	"11"	"right"	"congruent"	"right"	0.468543004673838
"1379"	"11"	"left"	"incongruent"	"left"	0.153544692007754
"2831"	"11"	"right"	"incongruent"	"left"	0.547134988372331
"1931"	"11"	"left"	"congruent"	"left"	0.823875870462676
"2255"	"11"	"right"	"incongruent"	"right"	0.243495956167763
"2927"	"11"	"right"	"incongruent"	"right"	0.650279878604352
"239"	"11"	"right"	"incongruent"	"right"	0.58006653126078
"3335"	"11"	"right"	"congruent"	"right"	0.469079937265477
"1487"	"11"	"right"	"incongruent"	"left"	0.252532638657675
"2627"	"11"	"left"	"incongruent"	"left"	0.21463936166553
"4931"	"11"	"left"	"incongruent"	"left"	0.330519607217734
"2207"	"11"	"right"	"incongruent"	"right"	0.542800933639174
"1655"	"11"	"right"	"congruent"	"right"	0.255333026955453
"947"	"11"	"left"	"incongruent"	"left"	0.73209487976064
"443"	"11"	"left"	"congruent"	"left"	0.628937758236319
"3059"	"11"	"left"	"incongruent"	"left"	0.552310266018532
"2951"	"11"	"right"	"congruent"	"left"	0.142931410035499
"5135"	"11"	"right"	"incongruent"	"right"	0.592274826888369
"131"	"11"	"left"	"incongruent"	"left"	0.48870205876743
"203"	"11"	"left"	"congruent"	"left"	0.492248886724656
"2267"	"11"	"left"	"congruent"	"left"	0.873960507741418
"4667"	"11"	"left"	"congruent"	"right"	0.157220756972148
"887"	"11"	"right"	"congruent"	"right"	0.174086747823946
"1127"	"11"	"right"	"congruent"	"right"	0.273912555350855
"5315"	"11"	"left"	"incongruent"	"left"	1.54927912260035
"3239"	"11"	"right"	"congruent"	"right"	0.347030327423594
"1271"	"11"	"right"	"congruent"	"right"	0.176419164216463
"2939"	"11"	"left"	"congruent"	"left"	0.176789641301514
"1463"	"11"	"right"	"congruent"	"left"	0.594278009131866
"1751"	"11"	"right"	"congruent"	"right"	0.645302604387001
"5207"	"11"	"right"	"congruent"	"right"	0.619421310251038
"2771"	"11"	"left"	"incongruent"	"left"	0.669579498600578
"407"	"11"	"right"	"congruent"	"right"	0.33571027120793
"3359"	"11"	"right"	"incongruent"	"right"	0.708545899783141
"143"	"11"	"right"	"incongruent"	"right"	0.289652224766741
"1259"	"11"	"left"	"congruent"	"left"	0.397426867411482
"5303"	"11"	"right"	"congruent"	"right"	0.478235885929164
"4235"	"11"	"left"	"congruent"	"left"	0.431884323970357
"1607"	"11"	"right"	"congruent"	"right"	0.235489103219908
"5075"	"11"	"left"	"incongruent"	"left"	0.170999632267797
"4679"	"11"	"right"	"congruent"	"right"	0.696351000970993
"3311"	"11"	"right"	"incongruent"	"right"	0.194399059030994
"4295"	"11"	"right"	"congruent"	"right"	0.248116000653491
"4547"	"11"	"left"	"incongruent"	"left"	0.169939340592361
"1667"	"11"	"left"	"incongruent"	"left"	0.705559744519117
"383"	"11"	"right"	"incongruent"	"right"	0.390660478414486
"3923"	"11"	"left"	"incongruent"	"left"	0.20739206885546
"2579"	"11"	"left"	"incongruent"	"left"	0.8130541161042
"1967"	"11"	"right"	"incongruent"	"right"	0.375583508208745
"1367"	"11"	"right"	"congruent"	"right"	0.484253964571554
"5411"	"11"	"left"	"incongruent"	"left"	0.186990128972044
"899"	"11"	"left"	"incongruent"	"left"	0.158958230794179
"227"	"11"	"left"	"incongruent"	"left"	0.481055159757555
"2507"	"11"	"left"	"congruent"	"left"	0.956396772806366
"3383"	"11"	"right"	"congruent"	"right"	0.48502211677091
"5087"	"11"	"right"	"incongruent"	"right"	0.360655557170397
"2087"	"11"	"right"	"congruent"	"right"	0.437652534117876
"5351"	"11"	"right"	"congruent"	"right"	0.623657845336404
"2387"	"11"	"left"	"incongruent"	"left"	0.607360771501817
"2483"	"11"	"left"	"incongruent"	"left"	0.815322575997108
"1391"	"11"	"right"	"incongruent"	"right"	0.52297783270605
"4331"	"11"	"left"	"congruent"	"right"	0.865462793502213
"5471"	"11"	"right"	"incongruent"	"left"	0.287368330902067
"2171"	"11"	"left"	"congruent"	"left"	0.421887835379487
"311"	"11"	"right"	"congruent"	"right"	0.930332588046703
"4127"	"11"	"right"	"incongruent"	"right"	0.499991198307437
"2099"	"11"	"left"	"incongruent"	"left"	0.523318189663235
"4223"	"11"	"right"	"incongruent"	"right"	0.427856246678628
"2231"	"11"	"right"	"congruent"	"right"	0.354113146593028
"5279"	"11"	"right"	"incongruent"	"right"	0.250563088652442
"1319"	"11"	"right"	"congruent"	"right"	0.396495413972089
"2315"	"11"	"left"	"congruent"	"left"	0.346068170801585
"4523"	"11"	"left"	"congruent"	"left"	0.554143197666129
"1031"	"11"	"right"	"congruent"	"right"	1.39767433733989
"4475"	"11"	"left"	"congruent"	"left"	0.314022503449396
"2555"	"11"	"left"	"congruent"	"left"	0.74560793373622
"191"	"11"	"right"	"incongruent"	"right"	0.301251061110468
"2603"	"11"	"left"	"congruent"	"right"	0.44039978973077
"4763"	"11"	"left"	"congruent"	"left"	0.191584601862787
"1511"	"11"	"right"	"congruent"	"right"	0.257494209956956
"4019"	"11"	"left"	"incongruent"	"left"	0.49217567550158
"923"	"11"	"left"	"congruent"	"left"	0.422457999961279
"3467"	"11"	"left"	"congruent"	"left"	0.163720432621129
"4799"	"11"	"right"	"incongruent"	"right"	0.250359479767001
"4319"	"11"	"right"	"incongruent"	"right"	0.606341890052734
"1727"	"11"	"right"	"incongruent"	"right"	0.12725875280083
"5363"	"11"	"left"	"incongruent"	"left"	0.864807696952694
"4859"	"11"	"left"	"congruent"	"left"	0.392231915413569
"2795"	"11"	"left"	"congruent"	"left"	0.320573212000786
"3179"	"11"	"left"	"congruent"	"left"	0.172243365127844
"5507"	"11"	"left"	"incongruent"	"left"	0.449748493813752
"4607"	"11"	"right"	"incongruent"	"right"	0.641664939383135
"71"	"11"	"right"	"congruent"	"right"	0.503960059144143
